brand,model,type,year,transmisi, avg_2nd_price , new_price ,residu,depresiasi_residu,estimasi_1,depresiasi,estimasi_2,estimasi_3,avg_estimasi,estimator,correction,output
Toyota,Avanza,E,2021,Automatic,148000000,207800000,20803463.75,18699653.63,133001385.5,20780000,124680000,121188960,126290115.2,141487034.5,144740893.3,141487034.5
Wuling,Almaz,RS Pro,2021,Automatic,169000000,395800000,39624691.77,35617530.82,253329876.7,39580000,237480000,230830560,240546812.2,190464043.7,165278452.5,165278452.5
KIA,Sonet,Premiere,2021,Automatic,185000000,289000000,28932632.45,26006736.76,184973053,28900000,173400000,168544800,175639284.3,182191785.3,180926116.7,182191785.3
Toyota,Camry,V,2020,Automatic,300000000,641450000,64217429.35,57723257.06,352833714.7,64145000,320725000,336684276,336747663.6,311024299.1,293393702.7,293393702.7
Daihatsu,Ayla,X,2022,Automatic,107000000,138300000,13845616.15,12445438.39,100963684.8,13830000,96810000,89618400,95797361.61,103639208.5,104643754,103639208.5
Mitsubishi,Pajero Sport,Dakar 4X2,2019,Automatic,300000000,534500000,53510353.09,48098964.69,245906211.9,53450000,213800000,252493524,237399912,281219973.6,293393702.7,281219973.6
Toyota,Alphard,G,2012,Automatic,194000000,795000000,79589767.46,71541023.25,222671814,79500000,159000000,179625185.2,187098999.7,191929699.9,189727927.7,191929699.9
Suzuki,Ertiga,Hybrid GX,2023,Automatic,173000000,284700000,28502146.91,25619785.31,233460429.4,28470000,227760000,204984000,222068143.1,187720442.9,169190368.6,169190368.6
Honda,BR-V,Prestige,2022,Automatic,200500000,330600000,33097329.71,29750267.03,241349198.9,33060000,231420000,214228800,228999333,209049799.9,196084791.3,196084791.3
Honda,Brio,Satya E,2019,Automatic,127000000,152000000,15217163.09,13678283.69,69930297.85,15200000,60800000,71803584,67511293.95,109153388.2,124203334.1,109153388.2
Mitsubishi,Xpander,Ultimate,2020,Automatic,180000000,272100000,27240724.18,24485927.58,149670362.1,27210000,136050000,142819848,142846736.7,168854021,176036221.6,168854021
Toyota,Avanza,G TSS,2021,Automatic,185000000,264400000,26469854.74,23793014.53,169227941.9,26440000,158640000,154198080,160688674,177706602.2,180926116.7,177706602.2
Honda,BR-V,E Prestige,2016,Automatic,129000000,256500000,25678962.71,23082103.73,71843170.17,25650000,51300000,88331871.49,70491680.55,111447504.2,126159292.2,111447504.2
Toyota,Calya,G,2020,Automatic,101000000,158400000,15857885.74,14254211.43,87128942.87,15840000,79200000,83140992,83156644.96,95646993.49,98775879.91,95646993.49
Mitsubishi,Xpander,Ultimate,2018,Automatic,165000000,255900000,25618894.96,23028110.5,94703226.47,25590000,76770000,108796601.5,93423276,143526982.8,161366536.5,143526982.8
Suzuki,Ertiga,GX,2022,Automatic,185000000,270300000,27060520.94,24323947.91,197328156.3,27030000,189210000,175154400,187230852.1,185669255.6,180926116.7,180926116.7
Toyota,Avanza,G,2019,Automatic,145000000,218650000,21889688.87,19676031.11,100593813.3,21865000,87460000,103288510.8,97114108.04,130634232.4,141806956.3,130634232.4
Nissan,Serena,Highway Star,2013,Automatic,120000000,375000000,37542343.14,33745765.69,105033874.5,37500000,75000000,94143178.83,91392351.11,111417705.3,117357481.1,111417705.3
Toyota,Calya,G,2023,Automatic,132000000,184400000,18460821.53,16593917.85,151212164.3,18440000,147520000,132768000,143833388.1,135550016.4,129093229.2,129093229.2
Toyota,Avanza,G,2022,Automatic,175000000,253100000,25338578.8,22776142.12,184771573.6,25310000,177170000,164008800,175316791.2,175095037.4,171146326.6,171146326.6
Honda,Jazz,RS,2016,Automatic,165000000,262500000,26279640.2,23622035.98,73523712.16,26250000,52500000,90398114.1,72140608.75,137142182.6,161366536.5,137142182.6
Toyota,Calya,G,2019,Automatic,110000000,154900000,15507490.54,13939250.95,71264494.32,15490000,61960000,73173520.8,68799338.37,97639801.51,107577691,97639801.51
Honda,HR-V,E Special Edition,2021,Automatic,190000000,352000000,35239746.09,31676025.39,225295898.4,35200000,211200000,205286400,213927432.8,197178229.8,185816011.7,185816011.7
Mitsubishi,Pajero Sport,Dakar 4x2,2023,Automatic,445000000,611200000,61189013.67,55001098.63,501197802.7,61120000,488960000,440064000,476740600.9,454522180.3,435200659,435200659
Toyota,Fortuner,VRZ 4X2,2019,Automatic,343000000,516700000,51728343.2,46497165.68,237717005.9,51670000,206680000,244084946.4,229493984.1,308948195.2,335446800.1,308948195.2
Daihatsu,Sigra,R,2024,Automatic,122000000,177300000,17750019.84,15954998.02,161345002,17730000,159570000,141840000,154251667.3,131675500.2,119313439.1,119313439.1
Toyota,Kijang Innova Zenix,Q HV TSS Modellista (Non Premium Color),2023,Automatic,444000000,611000000,61168991.09,54983100.89,501033798.2,61100000,488800000,439920000,476584599.4,453775379.8,434222680,434222680
Honda,Brio,Satya E,2021,Automatic,120000000,173700000,17389613.34,15631038.67,111175845.3,17370000,104220000,101301840,105565895.1,115669768.5,117357481.1,115669768.5
Toyota,Calya,G,2021,Manual,112000000,153200000,15337298.58,13786270.14,98054919.43,15320000,91920000,89346240,93107053.14,106332115.9,109533649,106332115.9
Toyota,Calya,G,2021,Automatic,110000000,165800000,16598721.31,14920127.87,106119488.5,16580000,99480000,96694560,100764682.8,107229404.9,107577691,107229404.9
Toyota,Agya,G,2024,Automatic,146500000,181500000,18170494.08,16332950.59,165167049.4,18150000,163350000,145200000,157905683.1,149921704.9,143273924.8,143273924.8
Toyota,Avanza,G,2019,Manual,145000000,208950000,20918593.6,18803140.64,96131156.16,20895000,83580000,98706308.4,92805821.52,129341746.5,141806956.3,129341746.5
Honda,Brio,RS,2022,Automatic,150000000,225100000,22535417.18,20256458.28,164330625.2,22510000,157570000,145864800,155921808.4,151776542.5,146696851.4,146696851.4
Toyota,Kijang Innova,V,2021,Automatic,287000000,426000000,42648101.81,38335189.82,272659240.7,42600000,255600000,248443200,258900813.6,278570244.1,280679975.6,278570244.1
Mitsubishi,Pajero Sport,Dakar 4X2,2018,Automatic,320000000,522000000,52258941.65,46974105.83,193181259.2,52200000,156600000,221929761.6,190570340.3,281171102.1,312953282.9,281171102.1
Toyota,Calya,G,2017,Manual,90000000,138000000,13815582.28,12418441.77,38652465.82,13800000,27600000,52803977.76,39685481.19,74905644.36,88018110.81,74905644.36
Toyota,Corolla Altis,V,2020,Automatic,235000000,486350000,48689916.23,43766008.38,267519958.1,48635000,243175000,255275388,255323448.7,241097034.6,229825067.1,229825067.1
Honda,Mobilio,E,2019,Automatic,140000000,228900000,22915846.25,20598415.37,105309507.8,22890000,91560000,108130528.8,101666678.9,128500003.7,136917061.3,128500003.7
Toyota,Avanza,E,2019,Manual,131000000,188600000,18881295.78,16971870.42,86768777.47,18860000,75440000,89093131.2,83767302.89,116830190.9,128115250.2,116830190.9
Toyota,Fortuner,VRZ 4X2,2020,Automatic,365000000,527900000,52849607.85,47505039.22,290374803.9,52790000,263950000,277084152,277136318.6,338640895.6,356962338.3,338640895.6
Nissan,Livina,VL,2019,Automatic,162000000,261900000,26219572.45,23568042.76,120491743.5,26190000,104760000,123719464.8,116323736.1,148297120.8,158432599.5,148297120.8
Toyota,Avanza,E,2019,Automatic,118000000,199800000,20002560.42,17979743.96,91921536.25,19980000,79920000,94383921.6,88741819.28,109222545.8,115401523.1,109222545.8
Chery,Omoda 5,RZ,2023,Automatic,225000000,399800000,40025143.43,35977485.66,327845028.7,39980000,319840000,287856000,311847009.6,251054102.9,220045277,220045277
Toyota,Agya,GR Sport,2023,Automatic,137000000,237500000,23776817.32,21372318.27,194755363.5,23750000,190000000,171000000,185251787.8,151475536.3,133983124.2,133983124.2
Suzuki,XL7,Zeta,2024,Automatic,198000000,269400000,26970419.31,24242958.07,245157041.9,26940000,242460000,215520000,234379014,208913704.2,193639843.8,193639843.8
Honda,BR-V,E,2023,Automatic,199500000,312000000,31235229.49,28076477.05,255847045.9,31200000,249600000,224640000,243362348.6,212658704.6,195106812.3,195106812.3
Toyota,Avanza,Veloz,2021,Manual,148000000,215000000,21524276.73,19347572.33,137609710.7,21500000,129000000,125388000,130665903.6,142799771.1,144740893.3,142799771.1
Lexus,RX 350h,Luxury,2023,Automatic,1230000000,1730000000,173195343,155680465.7,1418639069,173000000,1384000000,1245600000,1349413023,1265823907,1202914181,1202914181
Toyota,Calya,G,2024,Automatic,122000000,187400000,18761160.28,16863883.97,170536116,18740000,168660000,149920000,163038705.3,134311611.6,119313439.1,119313439.1
Toyota,Raize,GR Sport TSS (2 Tone),2022,Automatic,190000000,301900000,30224089.05,27167591.09,220397226.7,30190000,211330000,195631200,209119475.6,195735842.7,185816011.7,185816011.7
Daihatsu,Sigra,M,2023,Manual,97500000,145600000,14576440.43,13102355.96,119395288.1,14560000,116480000,104832000,113569096,102320728.8,95352953.38,95352953.38
Mitsubishi,Pajero Sport,Dakar 4X2,2020,Automatic,375000000,549500000,55012046.81,49448795.32,302256023.4,54950000,274750000,288421560,288475861.1,349042758.3,366742128.4,349042758.3
Toyota,Kijang Innova,V,2020,Automatic,267000000,405850000,40630826.57,36521917.34,223240413.3,40585000,202925000,213022548,213062653.8,250818796.1,261120395.4,250818796.1
Toyota,Kijang Innova,G,2019,Manual,228000000,328050000,32842041.78,29520795.82,150925225.1,32805000,131220000,154968195.6,145704473.6,203311342.1,222979214.1,203311342.1
Daihatsu,Sigra,X,2019,Manual,92000000,126900000,12704328.92,11419567.11,58382597.35,12690000,50760000,59946544.8,56363047.38,81308914.22,89974068.83,81308914.22
Mazda,Biante,SKYACTIV-G,2015,Automatic,140000000,425000000,42547988.89,38245201.11,119038391.1,42500000,85000000,131722966.3,111920452.5,131576135.7,136917061.3,131576135.7
Toyota,Yaris,TRD Sportivo,2019,Automatic,161000000,275850000,27616147.61,24823385.24,126909688.6,27585000,110340000,130309333.2,122519673.9,149455902.2,157454620.4,149455902.2
Honda,Civic,ES,2017,Automatic,259000000,483000000,48354537.96,43464546.2,135283630.4,48300000,96600000,184813922.2,138899184.2,222969755.3,253296563.3,222969755.3
Honda,Jazz,RS,2013,Automatic,127000000,231000000,23126083.37,20787391.66,64700866.7,23100000,46200000,57992198.16,56297688.29,105789306.5,124203334.1,105789306.5
Wuling,Air EV,Long Range,2022,Automatic,133000000,295000000,29533309.94,26546669.01,215359993,29500000,206500000,191160000,204339997.7,154401999.3,130071208.2,130071208.2
Mercedes-Benz,GLA200,AMG Line,2021,Automatic,510000000,865000000,86597671.51,77840232.85,553639068.6,86500000,519000000,504468000,525702356.2,514710706.9,498769294.6,498769294.6
Honda,Brio,RS,2019,Automatic,139000000,189600000,18981408.69,17061859.13,87228845.21,18960000,75840000,89565523.2,84211456.14,122563436.8,135939082.3,122563436.8
Honda,Freed,E,2013,Automatic,124500000,262500000,26279640.2,23622035.98,73523712.16,26250000,52500000,65900225.18,63974645.78,106342393.7,121758386.6,106342393.7
Honda,HR-V,E Special Edition,2018,Automatic,184000000,332600000,33297555.54,29930244.45,123088288.9,33260000,99780000,141405821.3,121424703.4,165227411,179948137.7,165227411
Toyota,Kijang Innova Zenix,V HV Modellista (Premium Color),2024,Automatic,439000000,545600000,54621606.45,49097839.36,496502160.6,54560000,491040000,436480000,474674053.5,449702216.1,429332785,429332785
Honda,Jazz,RS,2018,Automatic,180000000,272500000,27280769.35,24521923.07,100846538.5,27250000,81750000,115854138,99483558.85,155845067.7,176036221.6,155845067.7
Mercedes-Benz,GLC200,Night Edition AMG Line,2022,Automatic,699000000,1050000000,105118560.8,94488143.92,766535568.2,105000000,735000000,680400000,727311856.1,707493556.8,683607327.3,683607327.3
Toyota,Sienta,Q,2016,Automatic,146000000,295000000,29533309.94,26546669.01,82626647.95,29500000,59000000,101590261.6,81072303.17,126521691,142784935.3,126521691
Mercedes-Benz,GLE450,AMG Line 4MATIC CKD,2021,Automatic,895000000,1790000000,179202117.9,161079788.2,1145680847,179000000,1074000000,1043928000,1087869616,952860884.7,875291213.1,875291213.1
Toyota,Vellfire,G,2018,Automatic,599000000,1099600000,110084161.4,98951583.86,406938913,109960000,329880000,467498018.9,401438977.3,539731693.2,585809426.4,539731693.2
Mercedes-Benz,C300,AMG Line,2022,Automatic,777000000,970000000,97109527.59,87289047.24,708132858.3,97000000,679000000,628560000,671897619.4,745469285.8,759889690,745469285.8
Toyota,Vellfire,G,2019,Automatic,515000000,1157700000,115900721.7,104179927.8,532620433,115770000,463080000,546888218.4,514196217.1,514758865.1,503659189.6,514758865.1
Hyundai,Palisade,Signature,2021,Automatic,550000000,888000000,88900268.55,79909973.14,568360107.4,88800000,532800000,517881600,539680569.1,546904170.7,537888455,546904170.7
Mercedes-Benz,GLC250,Exclusive 4MATIC,2016,Automatic,352000000,1009000000,101013931.3,90798606.87,282611145,100900000,201800000,347473131.9,277294759,329588427.7,344248611.2,329588427.7
BMW,X1,sDrive18i xLine,2021,Automatic,395000000,760000000,76085815.43,68391418.46,486434326.2,76000000,456000000,443232000,461888775.4,415066632.6,386301708.6,386301708.6
BMW,X1,sDrive18i xLine,2020,Automatic,345000000,739000000,73983444.21,66501655.58,406491722.1,73900000,369500000,387886320,387959347.4,357887804.2,337402758.1,337402758.1
Lexus,RX 200t,F Sport,2017,Automatic,555000000,1340000000,134151306.2,120584869.4,375321044.9,134000000,268000000,512734276.8,385351773.9,504105532.2,542778350,504105532.2
Volkswagen,Tiguan,TSI Allspace,2021,Automatic,305000000,605000000,60568313.6,54443168.64,387227325.4,60500000,363000000,352836000,367687775.1,323806332.5,298283597.7,298283597.7
Volkswagen,Tiguan,TSI Allspace,2020,Automatic,298000000,595000000,59567184.45,53543281.56,327283592.2,59500000,297500000,312303600,312362397.4,302308719.2,291437744.7,291437744.7
Honda,Brio,RS,2017,Automatic,107000000,174700000,17489726.26,15721027.37,48931781.01,17470000,34940000,66846774.74,50239518.58,89971855.57,104643754,89971855.57
Daihatsu,Sigra,R,2023,Manual,115000000,160900000,16108168.03,14479183.2,131941633.6,16090000,128720000,115848000,125503211.2,118150963.4,112467586,112467586
Lexus,RX 300,Luxury,2019,Automatic,550000000,1405000000,140658645.6,126434135.4,646395187.4,140500000,562000000,663710760,624035315.8,572210594.7,537888455,537888455
Toyota,Fortuner,VRZ GR SPORT 4X2,2021,Automatic,418000000,561000000,56163345.34,50483665.47,359065338.1,56100000,336600000,327175200,340946846,394884053.8,408795225.8,394884053.8
Toyota,Avanza,G,2018,Automatic,127000000,219100000,21934739.69,19716526.03,81084317.78,21910000,65730000,93150978.48,79988432.09,112896529.6,124203334.1,112896529.6
Wuling,Binguo EV,410 Premium Range AC/DC,2024,Automatic,221000000,372000000,37242004.39,33475799.56,338524200.4,37200000,334800000,297600000,323641400.1,251792420,216133361,216133361
Honda,HR-V,Prestige,2016,Automatic,170000000,377000000,37742568.97,33925743.1,105594055.2,37700000,75400000,129828910.5,103607655.2,150082296.6,166256431.5,150082296.6
Suzuki,Ertiga,Hybrid GX,2022,Automatic,177000000,282300000,28261875.92,25403812.41,206088562.8,28230000,197610000,182930400,195542987.6,182562896.3,173102284.6,173102284.6
Honda,HR-V,Prestige,2018,Automatic,219000000,399000000,39945053.1,35905494.69,147661537.2,39900000,119700000,169635967.2,145665834.8,196999750.4,214177403,196999750.4
Honda,HR-V,Prestige,2017,Automatic,190000000,377000000,37742568.97,33925743.1,105594055.2,37700000,75400000,144254345,108416133.4,165524840,185816011.7,165524840
Wuling,Air EV,Long Range,2023,Automatic,125000000,299500000,29983818.05,26951618.19,245596763.6,29950000,239600000,215640000,233612254.5,157583676.4,122247376.1,122247376.1
Daihatsu,Ayla,R,2022,Automatic,122000000,161050000,16123184.97,14492681.5,117571955.5,16105000,112735000,104360400,111555785.2,118866735.5,119313439.1,118866735.5
Honda,Brio,RS,2018,Automatic,125000000,180000000,18020324.71,16197967.53,66614227.29,18000000,54000000,76527504,65713910.43,107214173.1,122247376.1,107214173.1
Toyota,Yaris,TRD Sportivo 3 AB,2021,Automatic,195000000,294750000,29508281.71,26524171.83,188653312.7,29475000,176850000,171898200,179133837.6,190240151.3,190705906.8,190240151.3
Toyota,Avanza,G,2012,Automatic,92000000,172900000,17309523.01,15559047.7,48427618.41,17290000,34580000,39065653.49,40691090.63,76607327.19,89974068.83,76607327.19
Nissan,Terra,4x2 VL,2018,Automatic,283000000,490000000,49055328.37,44094467.16,181338729.9,49000000,147000000,208324872,178887867.3,251766360.2,276768059.5,251766360.2
Toyota,Rush,GR Sport,2023,Automatic,175000000,306100000,30644563.29,27545543.67,251008912.7,30610000,244880000,220392000,238760304.2,194128091.3,171146326.6,171146326.6
Toyota,Rush,TRD Sportivo,2018,Automatic,178000000,261300000,26159504.7,23514049.53,96701653.29,26130000,78390000,111092426.6,95394693.31,153218408,174080263.6,153218408
Toyota,Rush,TRD Sportivo,2021,Automatic,187000000,279900000,28021604.92,25187839.51,179148642,27990000,167940000,163237680,170108774,181932632.2,182882074.7,181932632.2
Toyota,Yaris,TRD Sportivo,2018,Automatic,170000000,274450000,27475989.53,24697401.05,101568192.7,27445000,82335000,116683186,100195459.5,149058637.9,166256431.5,149058637.9
Toyota,Rush,GR Sport,2021,Automatic,200000000,268800000,26910351.56,24188964.84,172044140.6,26880000,161280000,156764160,163362766.9,189008830.1,195595801.8,189008830.1
Mazda,CX-5,Elite,2018,Automatic,275000000,548800000,54941967.77,49385803.22,203099377.4,54880000,164640000,233323856.6,200354411.4,252606323.4,268944227.5,252606323.4
Honda,HR-V,E Special Edition,2020,Automatic,195000000,344600000,34498910.52,31010108.95,189549455.3,34460000,172300000,180873648,180907701.1,190772310.3,190705906.8,190772310.3
Toyota,Raize,GR Sport (2 Tone),2023,Automatic,190000000,298300000,29863682.56,26843631.74,244612736.5,29830000,238640000,214776000,232676245.5,202802873.7,185816011.7,185816011.7
Nissan,Serena,Highway Star,2014,Automatic,115000000,385000000,38543472.29,34645652.77,107834777.8,38500000,77000000,107392959.6,97409245.79,109722773.7,112467586,109722773.7
BMW,X1,sDrive18i xLine,2017,Automatic,239000000,679000000,67976669.31,61102333.07,190181335.4,67900000,135800000,259810876.1,195264070.5,225879221.2,233736983.2,225879221.2
Toyota,Fortuner,VRZ TRD 4X2,2018,Automatic,332000000,527900000,52849607.85,47505039.22,195364725.5,52790000,158370000,224438163.1,192724296.2,290217288.9,324689031,290217288.9
BMW,218i,Gran Coupe Sport,2022,Automatic,283000000,780000000,78088073.73,70191192.63,569426422.1,78000000,546000000,505440000,540288807.4,360186642.2,276768059.5,276768059.5
Lexus,RX 200t,Luxury,2016,Automatic,465000000,1255000000,125641708.4,112935829.2,351513366.7,125500000,251000000,432189078.8,344900815.2,428970244.6,454760239.2,428970244.6
BMW,330i,M Sport,2021,Automatic,545000000,989000000,99011672.97,88998832.7,633004669.2,98900000,593400000,576784800,601063156.4,561818946.9,532998559.9,532998559.9
Mazda,CX-3,Sport,2023,Automatic,266000000,379900000,38032896.42,34186710.36,311526579.3,37990000,303920000,273528000,296324859.8,275097457.9,260142416.4,260142416.4
Toyota,Fortuner,VRZ GR SPORT 4X2,2022,Automatic,442000000,602800000,60348065.19,54245193.48,440064419.6,60280000,421960000,390614400,417546273.2,434663882,432266722,434663882
Daihatsu,Ayla,R,2023,Manual,124000000,152000000,15217163.09,13678283.69,124643432.6,15200000,121600000,109440000,118561144.2,122368343.3,121269397.1,122368343.3
Honda,Jazz,RS,2020,Automatic,204000000,288000000,28832519.53,25916748.05,158416259.8,28800000,144000000,151165440,151193899.9,188158170,199507717.8,188158170
