brand,variant,year,otr,low_price,residu,depresiasi_1,estimasi_1,depresiasi_2,estimasi_2,estimasi_3,avg_estimasi,estimator,correction,output
Honda,BEAT FI CBS ISS,2024,20405000,15900000,2042804,1836220,18568780,2040500,18364500,16324000,17752427,16455728,15549866,15549866
Honda,CB 150 X,2023,35713000,23000000,3575333,3213767,29285467,3571300,28570400,25713360,27856409,24456923,22493517,22493517
Yamaha,WR 155 R,2025,38900000,35000000,3894392,3500561,38900000,3890000,38900000,31120000,36306667,35392000,34229265,34229265
Yamaha,LEXI S,2019,21000000,13500000,2102371,1889763,9661423,2100000,8400000,9920232,9327218,12248165,13202717,12248165
Honda,NSCOOPY FI CLSC MTRO,2016,16850000,12550000,1686903,1516310,16849992,1685000,16849992,5802698,13167561,12735268,12273637,12273637
Yamaha,LEXI LX 155 S,2024,27150000,22500000,2718066,2443193,24706807,2715000,24435000,21720000,23620602,22836181,22004528,22004528
Yamaha,AEROX 155 VVA R,2017,23900000,18500000,2392699,2150730,6694159,2390000,4780000,9145037,6873065,15011920,18092612,15011920
Yamaha,NMAX  ABS,2016,27900000,16500000,2793150,2510685,27899992,2790000,27899992,9608028,21802671,18090801,16136654,16136654
Honda,NEW SCOOPY SPORTY,2024,22450000,19500000,2247535,2020247,20429753,2245000,20205000,17960000,19531584,19509475,19070591,19070591
Honda,VARIO 150 ESP SPORTY,2018,22500000,17500000,2252541,2024746,8326778,2250000,6750000,9565938,8214239,14714272,17114633,14714272
Honda,NEW SCOOPY STYLISH,2025,23550000,21800000,2357659,2119234,23550000,2355000,23550000,18840000,21980000,21854000,21319942,21319942
Honda,NEW SCOOPY FASHION,2020,19950000,15000000,1997253,1795275,10973626,1995000,9975000,10471356,10473327,13641998,14669685,13641998
Honda,BEAT FI SPORTY CBS,2021,16665000,12900000,1668382,1499662,10666353,1666500,9999000,9719028,10128127,12068438,12615929,12068438
Suzuki,SATRIA 150 R,2018,22500000,12000000,2252541,2024746,8326778,2250000,6750000,9565938,8214239,10864272,11735748,10864272
Yamaha,FINO GRANDE 125,2018,18500000,11800000,1852089,1664791,6846462,1850000,5550000,7865327,6753930,10286179,11540152,10286179
PIAGGIO,SPRINT S I-GET150ABS,2022,53700000,42450000,5376064,4832394,39202819,5370000,37590000,34797600,37196806,40874042,41515209,40874042
Honda,BEAT CBS FI,2025,18930000,19000000,1895137,1703486,18930000,1893000,18930000,15144000,17668000,18600400,18581601,18600400
Yamaha,N-MAX,2018,26300000,19000000,2632970,2366703,9733079,2630000,7890000,11181519,9601532,16180460,18581601,16180460
Kawasaki,NINJA 250 FI,2021,64900000,47700000,6497328,5840267,41538931,6490000,38940000,37849680,39442870,45222861,46649599,45222861
Honda,NEW PCX 150 ABS,2021,34445000,24500000,3448389,3099661,22046356,3444500,20667000,20088324,20933893,23430168,23960486,23430168
Honda,VARIO 125 ESPCBS ISS,2019,20186000,17700000,2020879,1816512,9286928,2018600,8074400,9535705,8965677,15079703,17310228,15079703
Honda,VARIO 125 ESPCBS ISS,2021,21005000,19900000,2102872,1890213,13444149,2100500,12603000,12250116,12765755,17759726,19461782,17759726
Honda,NEW ADV 160 ABS,2022,39250000,31200000,3929432,3532057,28653830,3925000,27475000,25434000,27187610,29996283,30512945,29996283
Honda,VARIO 125ESP CBS ISS,2019,20186000,17211000,2020879,1816512,9286928,2018600,8074400,9535705,8965677,14737403,16831997,14737403
Honda,BEAT FI CBS ISS PLUS,2022,17976000,14500000,1799630,1617637,13123089,1797600,12583200,11648448,12451579,13885474,14180696,13885474
Yamaha,NMAX  ABS,2017,28800000,16800000,2883252,2591675,8066602,2880000,5760000,11019961,8282187,14244656,16430047,14244656
Honda,CBR 150 RC,2022,42590000,27200000,4263809,3832619,31092143,4259000,29813000,27598320,29501154,27890346,26601029,26601029
Honda,PCX 150 ABS,2019,31684000,25300000,3171978,2851202,14576787,3168400,12673600,14967268,14072552,21931765,24742869,21931765
Honda,CRF 150 L,2023,35930000,30000000,3597057,3233294,29463411,3593000,28744000,25869600,28025670,29407701,29339370,29407701
Kawasaki,NINJA 250 FI,2019,61900000,45000000,6196989,5570301,28478194,6190000,24760000,29241065,27493086,39747926,44009055,39747926
Yamaha,XABRE,2017,30300000,13900000,3033421,2726658,8486737,3030000,6060000,11593917,8713551,12344065,13593908,12344065
Honda,BEAT CBS FI,2021,16665000,12750000,1668382,1499662,10666353,1666500,9999000,9719028,10128127,11963438,12469232,11963438
Yamaha,NMAX  ABS,2020,33750000,27200000,3378811,3037119,18564405,3375000,16875000,17714700,17718035,24355411,26601029,24355411
Kawasaki,W175 SE,2018,31100000,21500000,3113512,2798649,11509458,3110000,9330000,13222252,11353903,18456171,21026549,18456171
Honda,BEAT CW FI,2019,15968000,12600000,1598603,1436940,7346362,1596800,6387200,7543155,7092239,10947672,12322536,10947672
Yamaha,NMAX NEO,2025,32700000,30900000,3273692,2942631,32700000,3270000,32700000,26160000,30520000,30786000,30219551,30786000
Honda,CRF 150 L,2020,34450000,25500000,3448890,3100111,18949445,3445000,17225000,18082116,18085520,23275656,24938465,23275656
Yamaha,FINO FI SPORTY,2017,17200000,10000000,1721942,1547806,4817554,1720000,3440000,6581365,4946306,8483892,9779790,8483892
Honda,NEW BEAT STREET ESP,2025,19801000,16700000,1982336,1781866,19801000,1980100,19801000,15840800,18480933,17234280,16332249,16332249
Honda,VARIO110 CBS,2017,16675000,10500000,1669383,1500562,4670506,1667500,3335000,6380481,4795329,8788599,10268780,8788599
Honda,BEAT FISPORTY CWPLUS,2017,15400000,10700000,1541739,1385826,4313391,1540000,3080000,5892618,4428670,8818601,10464375,8818601
Honda,NEW SUPRA X 125PGMFI,2017,18050000,10500000,1807038,1624296,5055630,1805000,3610000,6906607,5190746,8907224,10268780,8907224
Honda,NEW BEAT FI SP PLUS,2024,19113000,15500000,1913458,1719954,17393046,1911300,17201700,15290400,16628382,15838515,15158675,15158675
Yamaha,ALL NEW NMAX 155 ABS,2022,35250000,28499990,3528980,3172102,25733694,3525000,24675000,22842000,24416898,27275062,27872392,27275062
Kawasaki,NINJA 250 FI,2016,58400000,20800000,5846594,5255341,58399992,5840000,58399992,20111428,45637137,28251141,20341963,20341963
Honda,SCOOPY,2016,16850000,9500000,1686903,1516310,16849992,1685000,16849992,5802698,13167561,10600268,9290801,9290801
Honda,GENIO CBS,2019,17200000,13300000,1721942,1547806,7913165,1720000,6880000,8125142,7639436,11601831,13007121,11601831
Honda,BEAT FISPORTY CBSISS,2021,17465000,14100000,1748472,1571653,11178389,1746500,10479000,10185588,10614326,13054298,13789504,13054298
Yamaha,ALL NEW R15 155 VVA,2017,34500000,17500000,3453896,3104610,9663116,3450000,6900000,13200994,9921370,15226411,17114633,15226411
Honda,CBR 150 R,2021,35900000,15700000,3594054,3230595,22977621,3590000,21540000,20936880,21818167,17535450,15354270,15354270
Yamaha,R15,2016,31050000,10900000,3108506,2794149,31049992,3105000,31049992,10692805,24264263,14909279,10659971,10659971
Yamaha,ALL NEW VIXION,2017,26000000,13999990,2602936,2339706,7282349,2600000,5200000,9948576,7476975,12043085,13691696,12043085
Honda,BEAT CBS FI,2023,18050000,14500000,1807038,1624296,14801408,1805000,14440000,12996000,14079136,14373741,14180696,14373741
Honda,GENIO ISS,2020,17700000,13500000,1771999,1592800,9735999,1770000,8850000,9290376,9292125,12237638,13202717,12237638
Yamaha,FINO SPORTY,2017,17200000,10400000,1721942,1547806,4817554,1720000,3440000,6581365,4946306,8763892,10170982,8763892
Honda,BEAT CBS FI,2020,16450000,12500000,1646857,1480314,9048429,1645000,8225000,8634276,8635902,11340770,12224738,11340770
Honda,VARIO 150 ESP EXCLSV,2018,22500000,15900000,2252541,2024746,8326778,2250000,6750000,9565938,8214239,13594272,15549866,13594272
Honda,CRF 150 L,2022,35384000,26100000,3542395,3184160,25831519,3538400,24768800,22928832,24509717,25622915,25525252,25622915
Yamaha,NEW AEROX 155 C ABS,2024,31560000,24500000,3159564,2840044,28719956,3156000,28404000,25248000,27457319,25387196,23960486,23960486
Honda,CB 150 X,2022,33660000,22000000,3369801,3029020,24572940,3366000,23562000,21811680,23315540,22394662,21515538,21515538
Honda,NEW BEAT STREET ESP,2020,17150000,14300000,1716936,1543306,9433468,1715000,8575000,9001692,9003387,12711016,13985100,12711016
Honda,VARIO 150 ESP SPORTY,2021,24715000,20500000,2474291,2224071,15818716,2471500,14829000,14413788,15020501,18856150,20048570,18856150
Yamaha,ALL NEW VIXION,2020,27945000,15500000,2797655,2514734,15371328,2794500,13972500,14667772,14670533,15251160,15158675,15251160
Yamaha,XMAX ABS,2025,71750000,65000000,7183102,6456690,71750000,7175000,71750000,57400000,66966667,65590000,63568636,63568636
PIAGGIO,VESPA GTS,2019,52900000,44000000,5295973,4760403,24337584,5290000,21160000,24989537,23495707,37848712,43031076,37848712
PIAGGIO,SPRINT 150 ABS,2019,45500000,38300000,4555138,4094486,20933083,4550000,18200000,21493836,20208973,32872692,37456596,32872692
Honda,VARIO 125 ESP CBS,2024,23110000,20500000,2313609,2079639,21030361,2311000,20799000,18488000,20105787,20381736,20048570,20381736
Honda,SCOOPY ESP,2016,16250000,9600000,1626835,1462317,16249992,1625000,16249992,5596074,12698686,10529606,9388598,9388598
Honda,NEW SCOOPY FASHION,2024,22425000,17800000,2245032,2017997,20407003,2242500,20182500,17940000,19509834,18312950,17408026,17408026
Honda,SCOOPY FI CLASSIC,2018,17800000,14000000,1782010,1601799,6587407,1780000,5340000,7567720,6498376,11749513,13691706,11749513
Honda,GENIO ISS,2021,18150000,12300000,1817049,1633295,11616820,1815000,10890000,10585080,11030633,11919190,12029142,11919190
Honda,BEAT CBS FI,2018,15450000,11500000,1546745,1390326,5717721,1545000,4635000,6568611,5640444,9742133,11246759,9742133
Yamaha,LEXI S,2020,24345000,17200000,2437249,2190775,13391124,2434500,12172500,12778204,12780609,15874183,16821239,15874183
Honda,BEAT FI SPORTY CBS,2025,18675000,16800000,1869609,1680539,18675000,1867500,18675000,14940000,17430000,16989000,16430047,16430047
Honda,NEW BEAT STREET ESP,2018,16125000,10600000,1614321,1451068,5967525,1612500,4837500,6855589,5886871,9186061,10366577,9186061
Honda,NEW VARIO CW FI,2018,16925000,14300000,1694411,1523059,6263588,1692500,5077500,7195711,6178933,11863680,13985100,11863680
Yamaha,AEROX 155 VVA,2017,21850000,17500000,2187467,1966253,6119974,2185000,4370000,8360630,6283535,14135060,17114633,14135060
Honda,BEAT CW FI,2023,18050000,16500000,1807038,1624296,14801408,1805000,14440000,12996000,14079136,15773741,16136654,15773741
Honda,BEAT ESP CBS ISS DLX,2020,17250000,12300000,1726948,1552305,9488474,1725000,8625000,9054180,9055885,11326765,12029142,11326765
Yamaha,FINO FI PREMIUM,2018,17750000,11000000,1777004,1597300,6568903,1775000,5325000,7546462,6480122,9644037,10757769,9644037
Honda,SUPRA GTR 150 EXL,2016,21300000,13900000,2132405,1916759,21299992,2130000,21299992,7335161,16645048,14723515,13593908,13593908
Yamaha,VIXION,2016,25350000,12400000,2537862,2281214,25349992,2535000,25349992,8729875,19809953,14622986,12126940,12126940
Yamaha,FINO FI PREMIUM,2017,17200000,10300000,1721942,1547806,4817554,1720000,3440000,6581365,4946306,8693892,10073184,8693892
Yamaha,ALL NEW VIXION,2019,27275000,14700000,2730580,2454442,12548348,2727500,10910000,12884492,12114280,13924284,14376291,13924284
Honda,BEAT FI CBS ISS,2016,15650000,10900000,1566767,1408323,15649992,1565000,15649992,5389449,12229811,11298943,10659971,10659971
PIAGGIO,VESPA GTS,2024,79800000,61500000,7989011,7181099,72618901,7980000,71820000,63840000,69426300,63877890,60145709,60145709
Yamaha,ALL NEW VIXION R,2019,30815000,13000000,3084979,2773002,14176988,3081500,12326000,14556759,13686582,13205975,12713727,12713727
Honda,NEW SUPRA X 125 CW,2018,18100000,11500000,1812044,1628796,6698431,1810000,5430000,7695266,6607899,10032370,11246759,10032370
Yamaha,JUPITER MX KING 150,2024,26225000,21000000,2625461,2359954,23865046,2622500,23602500,20980000,22815849,21544755,20537559,20537559
Kawasaki,W175 Cafe,2023,35900000,23000000,3594054,3230595,29438811,3590000,28720000,25848000,28002270,24500681,22493517,22493517
Honda,SUPRA GTR 150 EXL,2023,25180000,16000000,2520843,2265916,20648169,2518000,20144000,18129600,19640590,17092177,15647664,15647664
Honda,VARIO 125 ESP CBS,2022,22009000,19000000,2203385,1980561,16067316,2200900,15406300,14261832,15245149,17873545,18581601,17873545
Honda,BEAT FI SPORTY CBS,2020,16450000,12500000,1646857,1480314,9048429,1645000,8225000,8634276,8635902,11340770,12224738,11340770
PIAGGIO,PRIMAVERA,2019,43000000,36500000,4304855,3869514,19782913,4300000,17200000,20312856,19098590,31279577,35696234,31279577
Honda,NVARIO 125 ESP CBS,2017,18175000,11900000,1819552,1635545,5090642,1817500,3635000,6954437,5226693,9898008,11637950,9898008
Honda,SCOOPY FI CLASSIC,2019,18667000,12700000,1868808,1679819,8588085,1866700,7466800,8818141,8291009,11377303,12420333,11377303
Honda,VARIO 125 CBS ISS,2016,18525000,11700000,1854592,1667041,18524992,1852500,18524992,6379524,14476503,12532951,11442354,11442354
Honda,BEAT CW FI,2024,18675000,16500000,1869609,1680539,16994461,1867500,16807500,14940000,16247320,16424196,16136654,16424196
Honda,NVARIO 125 ESP CBS,2020,20600000,18300000,2062326,1853767,11331163,2060000,10300000,10812528,10814564,16054369,17897016,16054369
Kawasaki,D-TRACKER 150 SE,2018,32800000,20500000,3283704,2951630,12138593,3280000,9840000,13945012,11974535,17942360,20048570,17942360
Honda,GENIO ISS,2025,19980000,16300000,2000256,1797974,19980000,1998000,19980000,15984000,18648000,17004400,15941058,15941058
Honda,BEAT FI POP CBS ISS,2018,15675000,12000000,1569270,1410573,5800989,1567500,4702500,6664270,5722586,10116776,11735748,10116776
Yamaha,GEAR 125,2025,18505000,14800000,1852589,1665241,18505000,1850500,18505000,14804000,17271333,15541400,14474089,14474089
Honda,NEW PCX 150 CBS,2020,29843000,23300000,2987670,2685533,16415335,2984300,14921500,15663994,15666943,21010083,22786911,21010083
Honda,NEW SCOOPY SPORTY,2020,19750000,16900000,1977230,1777277,10863615,1975000,9875000,10366380,10368332,14940500,16527845,14940500
Honda,ALN VARIO 160 CBS,2025,27250000,24500000,2728077,2452192,27250000,2725000,27250000,21800000,25433333,24780000,23960486,23960486
Honda,VARIO 125 ESP CBS,2016,17925000,13000000,1794524,1613048,17924992,1792500,17924992,6172900,14007628,13302288,12713727,12713727
Honda,NEW VARIO CW FI,2016,16050000,10500000,1606812,1444319,16049992,1605000,16049992,5527199,12542394,11112718,10268780,10268780
Honda,CB 150 R,2018,26650000,13000000,2668009,2398199,9862606,2665000,7995000,11330322,9729310,12018793,12713727,12018793
Yamaha,ALL NEW NMAX 155 ABS,2023,35750000,27700000,3579037,3217096,29315807,3575000,28600000,25740000,27885269,27755581,27090019,27090019
Honda,CBR 150 REPSOL,2016,33300000,14000000,3333760,2996624,33299992,3330000,33299992,11467646,26022543,17606763,13691706,13691706
Honda,NVARIO 125 ESP CBS,2025,23110000,21800000,2313609,2079639,23110000,2311000,23110000,18488000,21569333,21730800,21319942,21730800
Yamaha,LEXI,2022,22540000,16900000,2256545,2028345,16454964,2254000,15778000,14605920,15612961,16513888,16527845,16513888
Yamaha,AEROX 155 VVA S,2020,28565000,19800000,2859725,2570527,15712363,2856500,14282500,14993197,14996020,18358806,19363984,18358806
Honda,NEW SUPRA X 125 CW,2022,19635000,12400000,1965717,1766928,14334215,1963500,13744500,12723480,13600732,12760220,12126940,12126940
Honda,ALN VARIO 160 ABS,2024,29960000,23400000,2999383,2696062,27263938,2996000,26964000,23968000,26065313,24199594,22884709,22884709
Honda,NEW SCOOPY SPORTY,2022,21353000,16400000,2137711,1921529,15588413,2135300,14947100,13836744,14790752,15917226,16038856,15917226
Honda,VARIO110 CBS,2018,16925000,11500000,1694411,1523059,6263588,1692500,5077500,7195711,6178933,9903680,11246759,9903680
Honda,BEAT FI CBS ISS,2019,16892000,12200000,1691107,1520089,7771464,1689200,6756800,7979646,7502637,10790791,11931344,10790791
Yamaha,XABRE,2016,29800000,11500000,2983365,2681664,29799992,2980000,29799992,10262338,23287441,15036232,11246759,11246759
Yamaha,NMAX  ABS,2018,30650000,17800000,3068461,2758154,11342923,3065000,9195000,13030933,11189619,15816886,17408026,15816886
Honda,SUPRA GTR 150 SPORTY,2024,25430000,18500000,2545871,2288413,23141587,2543000,22887000,20344000,22124196,19587259,18092612,18092612
Honda,NEW PCX 150 ABS,2020,32842000,29500000,3287908,2955409,18064954,3284200,16421000,17238109,17241354,25822406,28850381,25822406
Yamaha,LEXI,2021,21710000,16100000,2173451,1953655,13895381,2171000,13026000,12661272,13194218,15228265,15745462,15228265
Yamaha,ALL NEW XSR 155,2025,38670000,33500000,3871366,3479863,38670000,3867000,38670000,30936000,36092000,34277600,32762297,32762297
Yamaha,ALN R15 CONNECTED,2023,40175000,27500000,4022036,3615296,32944407,4017500,32140000,28926000,31336802,28651041,26894423,26894423
Honda,CB 150 R,2016,25600000,12500000,2562891,2303711,25599992,2560000,25599992,8815968,20005317,14751595,12224738,12224738
Honda,SONIC 150 R,2018,22250000,15800000,2227512,2002249,8234259,2225000,6675000,9459650,8122969,13496891,15452068,13496891
PIAGGIO,SPRINT 150 ABS,2018,42000000,35500000,4204742,3779526,15543320,4200000,12600000,17856418,15333246,29449974,34718255,29449974
PIAGGIO,SPRINT I-GET 150,2024,57100000,50500000,5716447,5138355,51961645,5710000,51390000,45680000,49677215,50253164,49387940,50253164
Yamaha,FREEGO S,2022,21290000,17100000,2131404,1915860,15542421,2129000,14903000,13795920,14747114,16394134,16723441,16394134
Honda,NBEAT FI CW + SPORTY,2025,18675000,16900000,1869609,1680539,18675000,1867500,18675000,14940000,17430000,17059000,16527845,16527845
Yamaha,GRAND FILANO NEO,2025,27250000,24500000,2728077,2452192,27250000,2725000,27250000,21800000,25433333,24780000,23960486,23960486
Yamaha,ALL NEW NMAX 155 CON,2024,37750000,26500000,3779263,3397074,34352926,3775000,33975000,30200000,32842642,28402793,25916444,25916444
Honda,VARIO110 CBS ADV,2018,16925000,11800000,1694411,1523059,6263588,1692500,5077500,7195711,6178933,10113680,11540152,10113680
Yamaha,SOUL GT 125 AKS SSS,2017,17440000,7800000,1745969,1569403,4884775,1744000,3488000,6673198,5015325,6964597,7628236,6964597
Honda,NEW SUPRA X 125PGMFI,2024,20035000,17900000,2005762,1802924,18232076,2003500,18031500,16028000,17430525,17759158,17505824,17759158
Yamaha,MIO M3 125,2016,14700000,8500000,1471660,1322834,14699992,1470000,14699992,5062294,11487426,9396228,8312822,8312822
Yamaha,ALLNEW NMAX 155C ABS,2021,33750000,27000000,3378811,3037119,21601524,3375000,20250000,19683000,20511508,25053452,26405433,25053452
Yamaha,XMAX,2019,59300000,47100000,5936696,5336330,27282018,5930000,23720000,28012846,26338288,40871486,46062811,40871486
PIAGGIO,VESPA LX 125 I-GET,2024,45800000,39000000,4585172,4121483,41678517,4580000,41220000,36640000,39846172,39253852,38141181,38141181
Yamaha,AEROX 155 VVA S,2018,27200000,18500000,2723071,2447693,10066150,2720000,8160000,11564156,9930102,15929031,18092612,15929031
Honda,VARIO 125 ESPCBS ISS,2018,19900000,14900000,1992247,1790775,7364573,1990000,5970000,8460541,7265038,12609511,14571887,12609511
Yamaha,LEXI,2024,25815000,16500000,2584415,2323059,23491941,2581500,23233500,20652000,22459147,18287744,16136654,16136654
Yamaha,MIO SOUL GT,2017,17440000,7500000,1745969,1569403,4884775,1744000,3488000,6673198,5015325,6754597,7334843,6754597
Kawasaki,NEW NINJA 250SE+ABS,2019,74100000,50300000,7418367,6668163,34091020,7410000,29640000,35004247,32911756,45083527,49192344,45083527
Kawasaki,D-TRACKER 150 SE,2023,37200000,31300000,3724200,3347580,30504840,3720000,29760000,26784000,29016280,30614884,30610743,30614884
Honda,NEW SCOOPY STYLISH,2023,22115000,18000000,2213997,1990100,18134799,2211500,17692000,15922800,17249866,17774960,17603622,17774960
PIAGGIO,VESPA S125 IGET3V IE,2022,39500000,37500000,3954460,3554554,28836338,3950000,27650000,25596000,27360779,34458234,36674213,34458234
Honda,CBR 150 R,2024,38090000,26000000,3813301,3427670,34662330,3809000,34281000,30472000,33138443,28141533,25427454,25427454
Honda,BEAT FI SPORTY CBS,2019,15968000,12100000,1598603,1436940,7346362,1596800,6387200,7543155,7092239,10597672,11833546,10597672
Kawasaki,KLX 150 BF SE EXT,2022,38600000,26000000,3864359,3473564,28179308,3860000,27020000,25012800,26737369,26221211,25427454,25427454
Honda,REVO X,2021,15644000,11000000,1566166,1407783,10012867,1564400,9386400,9123581,9507616,10552285,10757769,10552285
Honda,VARIO 125 ESP CBS,2018,19100000,15800000,1912157,1718784,7068510,1910000,5730000,8120418,6972976,13151893,15452068,13151893
Yamaha,FINO FI PREMIUM,2023,20400000,11000000,2042303,1835770,16728461,2040000,16320000,14688000,15912154,12473646,10757769,10757769
Honda,NEW SCOOPY FASHION,2022,21353000,17300000,2137711,1921529,15588413,2135300,14947100,13836744,14790752,16547226,16919037,16547226
Kawasaki,W175,2020,30300000,19999991,3033421,2726658,16666711,3030000,15150000,15903864,15906858,18772051,19559571,18772051
Honda,BEAT FI SPORTY CBS,2022,17268000,14500000,1728750,1553925,12606225,1726800,12087600,11189664,11961163,13738349,14180696,13738349
Yamaha,MIO M3 125,2023,17405000,14000000,1742465,1566253,14272493,1740500,13924000,12531600,13576031,13872809,13691706,13872809
Honda,BEAT FI CBS ISS,2021,17465000,13500000,1748472,1571653,11178389,1746500,10479000,10185588,10614326,12634298,13202717,12634298
Honda,SUPRA GTR 150 SPORTY,2021,24280000,15500000,2430742,2184926,15540297,2428000,14568000,14160096,14756131,15276839,15158675,15276839
Honda,BEAT CW FI,2021,16665000,13500000,1668382,1499662,10666353,1666500,9999000,9719028,10128127,12488438,13202717,12488438
Yamaha,NEW AEROX 155 C,2025,27975000,28000000,2800659,2517434,27975000,2797500,27975000,22380000,26110000,27433000,27383412,27433000
Yamaha,AEROX 155 VVA S,2017,26000000,18300000,2602936,2339706,7282349,2600000,5200000,9948576,7476975,15053092,17897016,15053092
Honda,BEAT FI CBS ISS,2022,17994000,14000000,1801432,1619257,13136230,1799400,12595800,11660112,12464047,13539214,13691706,13539214
Honda,BEAT CW FI,2016,14750000,10600000,1476665,1327333,14749992,1475000,14749992,5079513,11526499,10877950,10366577,10366577
Honda,STYLO 160 ABS,2025,30935000,30500000,3096993,2783801,30935000,3093500,30935000,24748000,28872667,30011800,29828360,30011800
Kawasaki,D-Tracker 150,2022,34900000,24000000,3493941,3140606,25478182,3490000,24430000,22615200,24174461,27832338,28752583,23447301.6
Yamaha,ALL NEW X-RIDE 125,2017,17250000,11000000,1726948,1552305,4831558,1725000,3450000,6600497,4960685,9188206,10757769,9188206
Honda,VARIO 125 ESPCBS ISS,2022,22889000,20900000,2291485,2059752,16709745,2288900,16022300,14832072,15854706,19386412,20439761,19386412
Yamaha,R15 GP MOVISTAR,2017,35100000,20600000,3513963,3158604,9831171,3510000,7020000,13430577,10093916,17448175,20146368,17448175
Honda,VARIO 125ESP CBS ISS,2025,24860000,24500000,2488807,2237119,24860000,2486000,24860000,19888000,23202667,24110800,23960486,24110800
Kawasaki,D-Tracker 150,2023,35900000,25800000,3594054,3230595,29438811,3590000,28720000,25848000,28002270,29680681,29730562,25205849.22
Kawasaki,KLX 150 BF SE EXT,2023,39900000,32500000,3994505,3590549,32718901,3990000,31920000,28728000,31122300,32086690,31784318,32086690
Honda,BEAT FI POP CBS ISS,2017,15375000,10400000,1539236,1383576,4306389,1537500,3075000,5883052,4421480,8606444,10170982,8606444
Honda,VARIO 150 ESP SPORTY,2016,20650000,15900000,2067332,1858267,20649992,2065000,20649992,7111318,16137101,15971130,15549866,15549866
Honda,NEW SCOOPY PRESTIGE,2020,20550000,17400000,2057320,1849268,11303660,2055000,10275000,10786284,10788315,15416494,17016835,15416494
PIAGGIO,PRIMAVERA S 150 ABS,2024,56100000,49990000,5616335,5048367,51051633,5610000,50490000,44880000,48807211,49635163,48889171,49635163
Honda,REVO FIT,2017,13625000,8000000,1364038,1226096,3816231,1362500,2725000,5213436,3918222,6775467,7823832,6775467
Kawasaki,NINJA RR 250 MONO,2017,45300000,18000000,4535115,4076488,12688092,4530000,9060000,17333480,13027191,16508157,17603622,16508157
Honda,SCOOPY,2017,17800000,11000000,1782010,1601799,4985608,1780000,3560000,6810948,5118852,9235656,10757769,9235656
Honda,NBEAT FI CW + SPORTY,2018,15000000,13300000,1501694,1349831,5551186,1500000,4500000,6377292,5476159,10952848,13007121,10952848
Honda,VARIO 125 ESP CBS,2025,23110000,22900000,2313609,2079639,23110000,2311000,23110000,18488000,21569333,22500800,22395719,22500800
PIAGGIO,PRIMAVERA S 150 ABS,2023,53400000,45000000,5346030,4805397,43789206,5340000,42720000,38448000,41652402,43995721,44009055,43995721
Yamaha,FINO GRANDE 125,2019,19895000,11000000,1991746,1790325,9153048,1989500,7958000,9398239,8836429,10350929,10757769,10350929
Honda,BEAT FI POP CBS ESP,2018,15225000,9400000,1524219,1370078,5634453,1522500,4567500,6472951,5558302,8247490,9193003,8247490
Honda,VARIO 125 ESP CBS,2020,20600000,17900000,2062326,1853767,11331163,2060000,10300000,10812528,10814564,15774369,17505824,15774369
Yamaha,FINO GRANDE 125,2017,18200000,11100000,1822055,1637794,5097644,1820000,3640000,6964003,5233882,9340165,10855567,9340165
Honda,NEW REVO FI FIT,2023,16020000,11500000,1603809,1441619,13136762,1602000,12816000,11534400,12495721,11798716,11246759,11246759
Honda,NVARIO 125 ESP CBS,2024,23110000,20900000,2313609,2079639,21030361,2311000,20799000,18488000,20105787,20661736,20439761,20661736
Yamaha,ALLNEW NMAX 155C ABS,2024,37750000,27000000,3779263,3397074,34352926,3775000,33975000,30200000,32842642,28752793,26405433,26405433
Yamaha,GEAR 125 S-VERSION,2025,19520000,15800000,1954204,1756580,19520000,1952000,19520000,15616000,18218667,16525600,15452068,15452068
Yamaha,FINO FI SPORTY,2020,18735000,13100000,1875615,1685938,10305308,1873500,9367500,9833627,9835478,12120643,12811525,12120643
PIAGGIO,VESPA S 125,2023,42500000,20000000,4254799,3824520,34850960,4250000,34000000,30600000,33150320,23945096,19559580,19559580
Kawasaki,W175 SE,2020,31800000,23000000,3183591,2861641,17491795,3180000,15900000,16691184,16694326,21108298,22493517,21108298
Yamaha,XSR 155 WGP 60TH,2022,37505000,27700000,3754735,3375027,27379920,3750500,26253500,24303240,25978887,27183666,27090019,27183666
Honda,BEAT FI SPORTY CW,2019,15568000,12800000,1558558,1400944,7162335,1556800,6227200,7354199,6914578,11034373,12518131,11034373
Honda,BEAT FI SPORTY CW,2018,15000000,12100000,1501694,1349831,5551186,1500000,4500000,6377292,5476159,10112848,11833546,10112848
Honda,BEAT FI SPORTY CBS,2018,15200000,11000000,1521716,1367828,5625201,1520000,4560000,6462323,5549175,9364752,10757769,9364752
Honda,VARIO 125ESP CBS ISS,2022,22889000,19800000,2291485,2059752,16709745,2288900,16022300,14832072,15854706,18616412,19363984,18616412
Suzuki,SATRIA F150 PREDATOR,2018,23200000,12300000,2322620,2087738,8585834,2320000,6960000,9863545,8469793,11150938,12029142,11150938
Kawasaki,W175,2024,35100000,25200000,3513963,3158604,31941396,3510000,31590000,28080000,30537132,26801140,24645071,24645071
Honda,BEAT FI SPORTY CBS,2017,15175000,11200000,1519213,1365579,4250371,1517500,3035000,5806524,4363965,9149190,10953365,9149190
Yamaha,FINO PREM 125 BLU CR,2021,18890000,13600000,1891133,1699887,12090453,1889000,11334000,11016648,11480367,12964110,13300515,12964110
